StockCode,Description,Quantity,Custo_Unitario,Lucro_Unitario,UnitPrice,v,w,eficiencia
23085,ANTIQUE SILVER BAUBLE LAMP  ,358,6.036315789473684,4.02421052631579,10.060526315789474,1440.667368421053,2161.0010526315787,0.666666666666667
23090,VINTAGE GLASS T-LIGHT HOLDER,2070,0.514967213114754,0.3433114754098361,0.8582786885245901,710.6547540983607,1065.9821311475407,0.666666666666667
23122,PARTY CHARMS 50 PIECES,1745,0.4932391304347825,0.32882608695652177,0.8220652173913043,573.8015217391305,860.7022826086954,0.666666666666667
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1836,0.16999999999999998,0.11333333333333336,0.2833333333333333,208.08000000000004,312.11999999999995,0.666666666666667
23220,REINDEER HEART DECORATION GOLD,846,0.5496986301369862,0.3664657534246576,0.9161643835616438,310.0300273972603,465.04504109589027,0.666666666666667
23221,REINDEER HEART DECORATION SILVER,1340,0.5527499999999999,0.36850000000000005,0.9212499999999999,493.7900000000001,740.6849999999998,0.666666666666667
84689,S/2 BEACH HUT TREASURE CHESTS,3,2.385,1.5900000000000003,3.975,4.770000000000001,7.154999999999999,0.666666666666667
23377,PACK OF 12 DOLLY GIRL TISSUES,987,0.23399999999999996,0.15600000000000003,0.39,153.97200000000004,230.95799999999997,0.666666666666667
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3143,0.2334324324324324,0.15562162162162166,0.3890540540540541,489.11875675675685,733.678135135135,0.666666666666667
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1391,0.2333333333333333,0.15555555555555559,0.3888888888888889,216.37777777777782,324.5666666666666,0.666666666666667
23458,DOLLY CABINET 3 DRAWERS ,43,8.969999999999999,5.98,14.95,257.14000000000004,385.7099999999999,0.666666666666667
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,0.22799999999999998,0.15200000000000002,0.38000000000000006,5.472000000000001,8.207999999999998,0.666666666666667
23534,STOP FOR TEA WALL ART,978,3.5299672131147535,2.3533114754098365,5.883278688524591,2301.5386229508204,3452.3079344262287,0.666666666666667
37340,MULTICOLOUR SPRING FLOWER MUG,1898,0.24304918032786882,0.16203278688524594,0.4050819672131148,307.5382295081968,461.30734426229503,0.666666666666667
20618,QUEEN OF THE SKIES PASSPORT COVER ,68,1.2424285714285712,0.8282857142857144,2.0707142857142857,56.32342857142858,84.48514285714285,0.6666666666666669
21159,MOODY BOY  DOOR HANGER ,1047,0.40965714285714283,0.2731047619047619,0.6827619047619048,285.94068571428573,428.9110285714285,0.6666666666666669
21162,TOXIC AREA  DOOR HANGER ,1296,0.3659111111111111,0.24394074074074076,0.6098518518518519,316.14720000000005,474.22079999999994,0.6666666666666669
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,409,0.958153846153846,0.6387692307692309,1.5969230769230767,261.25661538461543,391.88492307692303,0.6666666666666669
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,0.11399999999999999,0.07600000000000001,0.19000000000000003,1.8240000000000003,2.7359999999999998,0.6666666666666669
21524,DOORMAT SPOTTY HOME SWEET HOME,1304,4.797663865546218,3.1984425770308125,7.996106442577031,4170.76912044818,6256.153680672268,0.6666666666666669
21833,CAMOUFLAGE LED TORCH,2280,1.0096363636363637,0.6730909090909092,1.6827272727272726,1534.647272727273,2301.970909090909,0.6666666666666669
21202,DOLLY HONEYCOMB GARLAND,209,0.8775,0.5850000000000001,1.4625,122.26500000000001,183.39749999999998,0.6666666666666669
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.11399999999999999,0.07600000000000001,0.19,0.38000000000000006,0.57,0.6666666666666669
21205,MULTICOLOUR 3D BALLS GARLAND,179,1.5299999999999998,1.02,2.55,182.58,273.86999999999995,0.6666666666666669
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,749,1.7535616438356163,1.1690410958904112,2.922602739726028,875.6117808219179,1313.4176712328765,0.6666666666666669
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,221,1.7636842105263157,1.1757894736842107,2.9394736842105265,259.8494736842106,389.77421052631576,0.6666666666666669
90200C,BLUE SWEETHEART BRACELET,20,2.55,1.7000000000000004,4.25,34.00000000000001,51.0,0.6666666666666669
21208,PASTEL COLOUR HONEYCOMB FAN,549,0.3309230769230769,0.22061538461538463,0.5515384615384615,121.11784615384616,181.6767692307692,0.6666666666666669
90200E,GREEN SWEETHEART BRACELET,76,2.533333333333333,1.688888888888889,4.222222222222222,128.35555555555558,192.53333333333333,0.6666666666666669
21841,BABY MOUSE RED GINGHAM DRESS,71,2.55,1.7000000000000002,4.25,120.70000000000002,181.04999999999998,0.6666666666666669
21844,RED RETROSPOT MUG,1502,1.7426315789473683,1.1617543859649124,2.9043859649122807,1744.9550877192985,2617.432631578947,0.6666666666666669
90201D,GREEN ENAMEL FLOWER RING,22,1.77,1.1800000000000002,2.95,25.960000000000004,38.94,0.6666666666666669
21212,PACK OF 72 RETROSPOT CAKE CASES,22465,0.3308221970554926,0.22054813137032847,0.5513703284258211,4954.613771234429,7431.920656851641,0.6666666666666669
21621,VINTAGE UNION JACK BUNTING,2483,5.103299232736573,3.4021994884910494,8.505498721227621,8447.661329923276,12671.491994884911,0.6666666666666669
21845,DAIRY MAID STRIPE MUG,1727,0.6678227848101266,0.4452151898734178,1.1130379746835444,768.8866329113926,1153.3299493670886,0.6666666666666669
21189,WHITE HONEYCOMB PAPER GARLAND ,151,0.9899999999999999,0.66,1.65,99.66000000000001,149.48999999999998,0.6666666666666669
84206C,CHAMPAGNE TRAY BLANK CARD,8,0.11399999999999999,0.07600000000000001,0.19,0.6080000000000001,0.9119999999999999,0.6666666666666669
22281,EASTER TREE YELLOW BIRDS,97,3.57,2.3800000000000003,5.95,230.86000000000004,346.28999999999996,0.6666666666666669
22144,CHRISTMAS CRAFT LITTLE FRIENDS,3144,1.292085,0.8613900000000001,2.153475,2708.2101600000005,4062.31524,0.6666666666666669
21558,SKULL LUNCH BOX WITH CUTLERY ,1086,1.5225688073394494,1.015045871559633,2.5376146788990823,1102.3398165137617,1653.5097247706422,0.6666666666666669
22412,METAL SIGN NEIGHBOURHOOD WITCH ,827,1.2559821428571427,0.8373214285714287,2.0933035714285717,692.4648214285716,1038.697232142857,0.6666666666666669
21561,DINOSAUR LUNCH BOX WITH CUTLERY,632,1.5543134328358206,1.0362089552238807,2.5905223880597013,654.8840597014926,982.3260895522386,0.6666666666666669
21562,HAWAIIAN GRASS SKIRT ,227,0.7400869565217391,0.49339130434782613,1.2334782608695654,111.99982608695653,167.99973913043476,0.6666666666666669
20684,STRAWBERRY DREAM CHILDS UMBRELLA,52,1.95,1.3,3.25,67.60000000000001,101.39999999999999,0.6666666666666669
21563,RED HEART SHAPE LOVE BUCKET ,962,1.6364615384615386,1.0909743589743592,2.7274358974358974,1049.5173333333337,1574.276,0.6666666666666669
90014C,SILVER/BLACK ORBIT NECKLACE,4,4.569999999999999,3.046666666666667,7.616666666666666,12.186666666666667,18.279999999999998,0.6666666666666669
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,14,4.4624999999999995,2.9750000000000005,7.4375,41.650000000000006,62.474999999999994,0.6666666666666669
20661,BLUE POLKADOT PURSE ,9,2.7923999999999998,1.8616000000000004,4.654,16.754400000000004,25.1316,0.6666666666666669
20662,FIRST CLASS HOLIDAY PURSE ,5,2.622,1.7480000000000002,4.37,8.740000000000002,13.11,0.6666666666666669
21578,WOODLAND DESIGN  COTTON TOTE BAG,104,1.3499999999999999,0.9,2.25,93.60000000000001,140.39999999999998,0.6666666666666669
22339,CHRISTMAS TREE PAINTED ZINC ,1475,0.15965217391304345,0.10643478260869567,0.26608695652173914,156.99130434782612,235.4869565217391,0.6666666666666669
22199,FRYING PAN RED RETROSPOT,222,2.242207792207792,1.494805194805195,3.737012987012987,331.8467532467533,497.7701298701298,0.6666666666666669
22340,NOEL GARLAND PAINTED ZINC ,717,0.2612941176470588,0.17419607843137258,0.43549019607843137,124.89858823529414,187.34788235294116,0.6666666666666669
22152,PLACE SETTING WHITE STAR,1871,0.2596421052631579,0.1730947368421053,0.43273684210526314,323.86025263157904,485.7903789473684,0.6666666666666669
85019C,CURIOUS  IMAGES NOTEBOOK SET,175,1.3499999999999999,0.9000000000000001,2.25,157.50000000000003,236.24999999999997,0.6666666666666669
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,354,0.9883783783783782,0.658918918918919,1.6472972972972972,233.2572972972973,349.8859459459459,0.6666666666666669
85024B,EAU DE NILE JEWELLED PHOTOFRAME,181,0.979090909090909,0.6527272727272728,1.6318181818181818,118.14363636363638,177.21545454545452,0.6666666666666669
21260,FIRST AID TIN,863,1.9440441176470586,1.296029411764706,3.2400735294117644,1118.4733823529414,1677.7100735294116,0.6666666666666669
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,113,2.17,1.4466666666666668,3.6166666666666667,163.47333333333336,245.20999999999998,0.6666666666666669
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,0.9899999999999998,0.66,1.65,7.92,11.879999999999997,0.6666666666666669
22285,"DECORATION HEN ON NEST, HANGING",798,0.9899999999999999,0.66,1.6500000000000001,526.6800000000001,790.0199999999999,0.6666666666666669
22341,LOVE GARLAND PAINTED ZINC ,357,1.0872631578947367,0.724842105263158,1.8121052631578947,258.7686315789474,388.152947368421,0.6666666666666669
21864,UNION JACK FLAG PASSPORT COVER ,580,1.2446249999999999,0.8297500000000001,2.0743750000000003,481.25500000000005,721.8824999999999,0.6666666666666669
22295,HEART FILIGREE DOVE LARGE,2281,1.0024976958525345,0.6683317972350231,1.6708294930875576,1524.4648294930878,2286.697244239631,0.6666666666666669
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,417,0.5086551724137931,0.33910344827586214,0.8477586206896552,141.40613793103452,212.1092068965517,0.6666666666666669
22259,FELT FARM ANIMAL HEN,384,0.6328235294117647,0.4218823529411765,1.0547058823529412,162.00282352941178,243.00423529411762,0.6666666666666669
90010E,AMBER GLASS/SILVER BRACELET,10,5.369999999999999,3.5800000000000005,8.95,35.800000000000004,53.69999999999999,0.6666666666666669
22391,PAPERWEIGHT HOME SWEET HOME,120,1.0492499999999998,0.6995,1.7487499999999998,83.94,125.90999999999997,0.6666666666666669
84859C,PINK DISCO HANDBAG,71,1.4207999999999998,0.9472000000000002,2.368,67.25120000000001,100.87679999999999,0.6666666666666669
84596L,BISCUITS SMALL BOWL LIGHT BLUE,983,0.2908051948051948,0.1938701298701299,0.4846753246753247,190.57433766233768,285.86150649350645,0.6666666666666669
22133,PINK LOVE HEART SHAPE CUP,414,0.52872,0.35248000000000007,0.8812000000000001,145.92672000000002,218.89007999999998,0.6666666666666669
22066,LOVE HEART TRINKET POT,1912,0.361236641221374,0.24082442748091604,0.6020610687022901,460.4563053435115,690.6844580152671,0.6666666666666669
21280,VINTAGE KITCHEN PRINT VEGETABLES,59,1.5299999999999998,1.02,2.55,60.18,90.26999999999998,0.6666666666666669
84801B,WHITE HYDRANGEA ART FLOWER,22,1.26,0.8400000000000002,2.1,18.480000000000004,27.72,0.6666666666666669
21285,RETROSPOT CANDLE  MEDIUM,290,1.0079999999999998,0.672,1.68,194.88000000000002,292.31999999999994,0.6666666666666669
21667,GLASS CAKE COVER AND PLATE,2,8.969999999999999,5.98,14.95,11.96,17.939999999999998,0.6666666666666669
21627,ELEPHANT CARNIVAL POUFFE,32,8.969999999999999,5.98,14.95,191.36,287.03999999999996,0.6666666666666669
20711,JUMBO BAG TOYS ,3849,1.2077662337662336,0.8051774891774892,2.012943722943723,3099.128155844156,4648.692233766233,0.6666666666666669
22174,PHOTO CUBE,2535,1.0391341463414632,0.6927560975609757,1.7318902439024388,1756.1367073170734,2634.2050609756093,0.6666666666666669
22068,BLACK PIRATE TREASURE CHEST,435,0.8459999999999999,0.5640000000000001,1.41,245.34000000000003,368.00999999999993,0.6666666666666669
22426,ENAMEL WASH BOWL CREAM,596,2.2005882352941173,1.4670588235294117,3.6676470588235297,874.3670588235294,1311.5505882352938,0.6666666666666669
21250,SET OF SKULL WALL STICKERS,74,1.754,1.1693333333333336,2.9233333333333333,86.53066666666669,129.796,0.6666666666666669
22427,ENAMEL FLOWER JUG CREAM,1857,3.547346062052506,2.364897374701671,5.912243436754177,4391.614424821003,6587.421637231503,0.6666666666666669
21253,SET OF PICTURE FRAME  STICKERS,36,1.6774285714285715,1.1182857142857145,2.795714285714286,40.258285714285726,60.38742857142857,0.6666666666666669
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1100,0.37139534883720926,0.2475968992248062,0.6189922480620155,272.35658914728685,408.53488372093017,0.6666666666666669
20770,ABSTRACT CIRCLE JOURNAL ,101,1.5199999999999998,1.0133333333333334,2.533333333333333,102.34666666666668,153.51999999999998,0.6666666666666669
84247N,PACK/12 BLUE FOLKART CARDS,22,1.77,1.1800000000000002,2.95,25.960000000000004,38.94,0.6666666666666669
20774,GREEN FERN NOTEBOOK,47,0.9899999999999999,0.66,1.65,31.020000000000003,46.529999999999994,0.6666666666666669
21636,MADRAS NOTEBOOK MEDIUM,878,0.4791891891891891,0.3194594594594595,0.7986486486486487,280.48540540540546,420.7281081081081,0.6666666666666669
20777,CHRYSANTHEMUM NOTEBOOK,86,0.9899999999999999,0.66,1.65,56.760000000000005,85.13999999999999,0.6666666666666669
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,3381,0.7727586206896552,0.5151724137931035,1.2879310344827586,1741.797931034483,2612.696896551724,0.6666666666666669
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1924,1.7650489510489509,1.176699300699301,2.941748251748252,2263.969454545455,3395.9541818181815,0.6666666666666669
84251B,"GREETING CARD, STICKY GORDON",133,0.11399999999999999,0.07600000000000001,0.19000000000000003,10.108000000000002,15.161999999999999,0.6666666666666669
20749,ASSORTED COLOUR MINI CASES,1499,4.657864864864864,3.1052432432432435,7.763108108108108,4654.759621621622,6982.139432432431,0.6666666666666669
20751,FUNKY WASHING UP GLOVES ASSORTED,688,1.25861797752809,0.8390786516853934,2.0976966292134835,577.2861123595507,865.9291685393258,0.6666666666666669
84251C,"GREETING CARD, TWO SISTERS.",12,0.11399999999999999,0.07600000000000001,0.19,0.9120000000000001,1.3679999999999999,0.6666666666666669
20819,SILVER TEDDY BEAR,40,2.409,1.606,4.015,64.24000000000001,96.35999999999999,0.6666666666666669
90180A,BLACK+WHITE NECKLACE W TASSEL,13,5.13,3.4200000000000004,8.55,44.46000000000001,66.69,0.6666666666666669
77101A,UNION FLAG WINDSOCK,386,0.7391428571428571,0.4927619047619048,1.231904761904762,190.20609523809526,285.30914285714283,0.6666666666666669
84313B,BLUE TV TRAY TABLE ,76,1.913076923076923,1.2753846153846156,3.1884615384615387,96.92923076923078,145.39384615384614,0.6666666666666669
22087,PAPER BUNTING WHITE LACE,3584,1.7279282868525896,1.1519521912350599,2.8798804780876495,4128.596653386455,6192.894980079681,0.6666666666666669
90185B,AMETHYST DIAMANTE EXPANDABLE RING,7,2.55,1.7000000000000002,4.25,11.900000000000002,17.849999999999998,0.6666666666666669
21269,ANTIQUE CREAM CUTLERY SHELF ,28,5.1,3.4000000000000004,8.5,95.20000000000002,142.79999999999998,0.6666666666666669
22088,PAPER BUNTING COLOURED LACE,1407,1.7469230769230768,1.1646153846153848,2.911538461538462,1638.6138461538465,2457.920769230769,0.6666666666666669
84341B,SMALL PINK MAGIC CHRISTMAS TREE,534,0.3007741935483871,0.2005161290322581,0.5012903225806451,107.07561290322583,160.6134193548387,0.6666666666666669
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,117,1.26,0.8400000000000001,2.1,98.28000000000002,147.42,0.6666666666666669
22377,BOTTLE BAG RETROSPOT ,883,1.1756,0.7837333333333334,1.9593333333333334,692.0365333333334,1038.0548,0.6666666666666669
21332,MOROCCAN BEATEN METAL MIRROR,10,6.141428571428571,4.094285714285715,10.235714285714286,40.94285714285715,61.414285714285704,0.6666666666666669
21650,ASSORTED TUTTI FRUTTI BRACELET,2053,0.14961290322580645,0.09974193548387099,0.24935483870967742,204.77019354838714,307.15529032258064,0.6666666666666669
20831,GOLD PHOTO FRAME,151,1.1416363636363636,0.7610909090909093,1.9027272727272726,114.9247272727273,172.3870909090909,0.6666666666666669
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,846,7.333165289256198,4.888776859504133,12.22194214876033,4135.905223140497,6203.857834710743,0.6666666666666669
20835,FRENCH LATTICE CUSHION COVER ,66,0.49799999999999994,0.332,0.83,21.912000000000003,32.867999999999995,0.6666666666666669
84402B,PURPLE DRESS JEWELLERY STAND,49,0.474,0.31600000000000006,0.79,15.484000000000004,23.226,0.6666666666666669
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,139,1.674,1.116,2.79,155.12400000000002,232.68599999999998,0.6666666666666669
20840,FRENCH FLORAL CUSHION COVER ,404,0.5831999999999999,0.38880000000000003,0.9719999999999999,157.07520000000002,235.61279999999996,0.6666666666666669
21349,IVY HEART WREATH,11,4.05,2.7000000000000006,6.75,29.700000000000006,44.55,0.6666666666666669
20780,BLACK EAR MUFF HEADPHONES,25,3.470666666666667,2.313777777777778,5.7844444444444445,57.844444444444456,86.76666666666667,0.6666666666666669
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2267,1.2901796407185628,0.860119760479042,2.150299401197605,1949.8914970059884,2924.837245508982,0.6666666666666669
22190,LOCAL CAFE MUG,506,1.0927499999999999,0.7285,1.82125,368.62100000000004,552.9314999999999,0.6666666666666669
20796,SMALL BLUE PROVENCAL CERAMIC BALL,49,0.9899999999999999,0.66,1.65,32.34,48.50999999999999,0.6666666666666669
22191,IVORY DINER WALL CLOCK,1296,5.080544959128066,3.3870299727520443,8.467574931880108,4389.59084468665,6584.386267029973,0.6666666666666669
20802,SMALL GLASS SUNDAE DISH CLEAR,636,0.8786511627906975,0.5857674418604651,1.4644186046511627,372.54809302325583,558.8221395348836,0.6666666666666669
20803,SMALL PINK GLASS SUNDAE DISH,869,0.26441379310344826,0.17627586206896556,0.44068965517241376,153.18372413793108,229.77558620689655,0.6666666666666669
21705,BAG 500g SWIRLY MARBLES,1293,0.9112075471698112,0.6074716981132077,1.5186792452830187,785.4609056603775,1178.191358490566,0.6666666666666669
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,144,3.0734399999999997,2.04896,5.1224,295.05024000000003,442.57535999999993,0.6666666666666669
84971S,SMALL HEART FLOWERS HOOK ,1583,0.514566371681416,0.34304424778761067,0.8576106194690265,543.0390442477877,814.5585663716814,0.6666666666666669
20851,ZINC HEART LATTICE TRAY OVAL ,9,3.57,2.3800000000000003,5.95,21.42,32.129999999999995,0.6666666666666669
85231G,ORANGE SCENTED SET/9 T-LIGHTS,561,0.5147272727272727,0.3431515151515152,0.8578787878787878,192.50800000000004,288.762,0.6666666666666669
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,11,3.57,2.3800000000000003,5.95,26.180000000000003,39.269999999999996,0.6666666666666669
22331,WOODLAND PARTY BAG + STICKER SET,512,1.0118734177215187,0.6745822784810127,1.6864556962025314,345.3861265822785,518.0791898734176,0.6666666666666669
84030E,ENGLISH ROSE HOT WATER BOTTLE,1219,2.5674090909090905,1.7116060606060608,4.279015151515152,2086.447787878788,3129.6716818181812,0.6666666666666669
84985A,SET OF 72 GREEN PAPER DOILIES,42,0.8699999999999999,0.58,1.45,24.36,36.53999999999999,0.6666666666666669
20869,GOLD FABRIC MIRROR,135,0.23399999999999999,0.15600000000000003,0.39,21.060000000000002,31.589999999999996,0.6666666666666669
22428,ENAMEL FIRE BUCKET CREAM,215,4.209428571428571,2.8062857142857145,7.015714285714286,603.3514285714286,905.0271428571427,0.6666666666666669
20826,SILVER APERITIF GLASS,276,0.4935,0.32900000000000007,0.8225,90.80400000000002,136.206,0.6666666666666669
84795B,SUNSET CHECK HAMMOCK,165,4.677692307692307,3.1184615384615384,7.796153846153847,514.5461538461539,771.8192307692306,0.6666666666666669
84563A,PINK & WHITE BREAKFAST TRAY,41,2.4245454545454543,1.6163636363636364,4.040909090909091,66.2709090909091,99.40636363636362,0.6666666666666669
85014A,BLACK/BLUE POLKADOT UMBRELLA,716,3.688771428571428,2.4591809523809527,6.147952380952381,1760.7735619047621,2641.1603428571425,0.6666666666666669
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1432,1.5407368421052632,1.0271578947368423,2.5678947368421055,1470.8901052631581,2206.3351578947368,0.6666666666666669
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,13,7.6499999999999995,5.1000000000000005,12.75,66.30000000000001,99.44999999999999,0.6666666666666669
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,53,7.4957142857142856,4.997142857142857,12.492857142857144,264.84857142857146,397.2728571428571,0.6666666666666669
22161,HEART DECORATION RUSTIC HANGING ,3759,0.14078571428571426,0.09385714285714288,0.23464285714285715,352.8090000000001,529.2135,0.6666666666666669
22381,TOY TIDY PINK POLKADOT,2996,1.2762700729927006,0.8508467153284672,2.127116788321168,2549.136759124088,3823.705138686131,0.6666666666666669
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,52,3.06025,2.040166666666667,5.100416666666667,106.08866666666668,159.13299999999998,0.6666666666666669
20936,FORKED CACTUS CANDLE,86,1.8559199999999998,1.2372800000000002,3.0932,106.40608000000002,159.60912,0.6666666666666669
85206A,CREAM FELT EASTER EGG BASKET,814,0.9849999999999999,0.6566666666666667,1.6416666666666666,534.5266666666668,801.7899999999998,0.6666666666666669
21327,SKULLS WRITING SET ,526,0.9899999999999998,0.66,1.65,347.16,520.7399999999999,0.6666666666666669
21328,BALLOONS  WRITING SET ,605,1.0119888268156423,0.674659217877095,1.6866480446927372,408.1688268156425,612.2532402234635,0.6666666666666669
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2090,1.0941471571906354,0.7294314381270903,1.8235785953177257,1524.5117056856188,2286.767558528428,0.6666666666666669
22363,GLASS JAR MARMALADE ,154,1.7987058823529412,1.199137254901961,2.997843137254902,184.667137254902,277.0007058823529,0.6666666666666669
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,87,0.8639999999999999,0.5760000000000001,1.44,50.11200000000001,75.16799999999999,0.6666666666666669
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,117,0.8819999999999999,0.5880000000000001,1.47,68.796,103.19399999999999,0.6666666666666669
21716,BOYS VINTAGE TIN SEASIDE BUCKET,910,1.5381463414634144,1.0254308943089432,2.5635772357723576,933.1421138211383,1399.7131707317071,0.6666666666666669
